"","StateFIPS","panel","id","age","ageyng","numkids","black","metro","Y0","Q0","less_hs","hs","some_coll","coll","SOI","Q","year","EMP","EARN","AFDC","FS","fips","unemp","cpi","chcare","amt_fam1","amt_fam2","amt_for1","amt_rel1","amt_rel2","amt_nan1","amt_nan2","usecare","paid_cc","ccuniv1","ccuniv2"
"3279",25,1993,28445146111101,22,2,1,1,"Metro",1993,1,FALSE,TRUE,FALSE,FALSE,22,3,1995,NA,NA,NA,NA,25.0000000000003,5.5,0.903436018957346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3280",25,1993,28445146111101,22,2,1,1,"Metro",1993,1,FALSE,TRUE,FALSE,FALSE,22,4,1995,FALSE,NA,FALSE,TRUE,25.0000000000003,5.3,0.910545023696682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,1,1992,FALSE,NA,TRUE,NA,22.0000000000003,7.5,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3282",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,2,1992,FALSE,NA,TRUE,TRUE,22.0000000000003,7.9,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3283",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,3,1992,NA,NA,NA,NA,22.0000000000003,8.1,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3284",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,4,1992,FALSE,NA,TRUE,TRUE,22.0000000000003,7.8,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3285",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,1,1993,FALSE,NA,TRUE,TRUE,22.0000000000003,7.5,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3286",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,2,1993,FALSE,NA,TRUE,TRUE,22.0000000000003,7.4,0.853080568720379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3287",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,3,1993,NA,NA,NA,NA,22.0000000000003,7.3,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3288",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,4,1993,FALSE,NA,TRUE,TRUE,22.0000000000003,7.6,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3289",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,1,1994,FALSE,NA,TRUE,TRUE,22.0000000000003,7.9,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3290",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,2,1994,FALSE,NA,TRUE,TRUE,22.0000000000003,7.8,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3291",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,3,1994,NA,NA,NA,NA,22.0000000000003,7.7,0.87914691943128,0,NA,NA,NA,NA,NA,NA,NA,TRUE,0,1,0
"3292",22,1992,28445183811101,34,0,4,1,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,19,4,1994,FALSE,NA,TRUE,TRUE,22.0000000000003,7.5,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3293",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,1,1992,FALSE,NA,FALSE,NA,42.0000000000003,7.4,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3294",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,2,1992,NA,NA,NA,NA,42.0000000000003,7.5,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3295",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,3,1992,TRUE,3784.48398576512,FALSE,FALSE,42.0000000000003,7.6,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3296",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,4,1992,TRUE,2142.73624823695,FALSE,FALSE,42.0000000000003,7.4,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,1,1993,TRUE,3018.51332398317,FALSE,FALSE,42.0000000000003,7.2,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,2,1993,NA,NA,NA,NA,42.0000000000003,7,0.853080568720379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3299",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,3,1993,FALSE,NA,FALSE,FALSE,42.0000000000003,7,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,4,1993,FALSE,NA,FALSE,FALSE,42.0000000000003,6.8,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3301",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,1,1994,FALSE,NA,FALSE,FALSE,42.0000000000003,6.7,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,2,1994,NA,NA,NA,NA,42.0000000000003,6.5,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3303",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,3,1994,TRUE,1364.95956873315,FALSE,TRUE,42.0000000000003,6.3,0.87914691943128,0,NA,NA,NA,NA,NA,NA,NA,FALSE,0,1,0
"3304",42,1992,28800095911101,29,10,1,0,"Metro",1992,1,FALSE,TRUE,FALSE,FALSE,39,4,1994,FALSE,NA,FALSE,TRUE,42.0000000000003,6.1,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3305",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,1,1992,TRUE,843.388848660391,FALSE,NA,1.0000000000003,7.5,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,2,1992,NA,NA,NA,NA,1.0000000000003,7.6,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,3,1992,FALSE,NA,FALSE,FALSE,1.0000000000003,7.6,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3308",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,4,1992,TRUE,549.968970380818,FALSE,FALSE,1.0000000000003,7.4,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3309",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,1,1993,FALSE,NA,TRUE,FALSE,1.0000000000003,7.5,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,2,1993,NA,NA,NA,NA,1.0000000000003,7.4,0.853080568720379,703.333333333333,75,NA,NA,NA,NA,NA,NA,TRUE,1,1,0
"3311",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,3,1993,TRUE,5049.97229916897,FALSE,FALSE,1.0000000000003,7.3,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3312",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,4,1993,TRUE,3503.43994509266,FALSE,FALSE,1.0000000000003,7,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,1,1994,FALSE,NA,FALSE,FALSE,1.0000000000003,6.7,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,2,1994,NA,NA,NA,NA,1.0000000000003,6.3,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,3,1994,FALSE,NA,FALSE,FALSE,1.0000000000003,6,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316",1,1992,28839824511101,23,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,4,1994,FALSE,NA,FALSE,FALSE,1.0000000000003,6,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3317",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,1,1992,TRUE,1862.78928312817,FALSE,NA,1.0000000000003,7.5,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,2,1992,NA,NA,NA,NA,1.0000000000003,7.6,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3319",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,3,1992,FALSE,NA,FALSE,TRUE,1.0000000000003,7.6,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,4,1992,FALSE,NA,TRUE,TRUE,1.0000000000003,7.4,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,1,1993,FALSE,NA,TRUE,TRUE,1.0000000000003,7.5,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3322",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,2,1993,NA,NA,NA,NA,1.0000000000003,7.4,0.853080568720379,276.644444444445,NA,NA,59,NA,NA,NA,NA,TRUE,1,1,0
"3323",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,3,1993,NA,NA,NA,NA,1.0000000000003,7.3,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3324",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,4,1993,TRUE,736.834591626631,FALSE,TRUE,1.0000000000003,7,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,1,1994,NA,NA,NA,NA,1.0000000000003,6.7,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,2,1994,NA,NA,NA,NA,1.0000000000003,6.3,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,3,1994,NA,NA,NA,NA,1.0000000000003,6,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328",1,1992,28839867711101,21,0,1,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,1,4,1994,NA,NA,NA,NA,1.0000000000003,6,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,1,1992,TRUE,2493.49746560463,FALSE,NA,10.0000000000003,5.4,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,2,1992,NA,NA,NA,NA,10.0000000000003,5.4,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,3,1992,FALSE,NA,FALSE,TRUE,10.0000000000003,5.3,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,4,1992,FALSE,NA,FALSE,TRUE,10.0000000000003,5,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,1,1993,FALSE,NA,FALSE,TRUE,10.0000000000003,4.8,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,2,1993,NA,NA,NA,NA,10.0000000000003,4.7,0.853080568720379,0,NA,NA,NA,0,NA,NA,NA,TRUE,0,1,0
"3335",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,3,1993,FALSE,NA,FALSE,FALSE,10.0000000000003,4.9,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,4,1993,TRUE,3128.07137954702,TRUE,TRUE,10.0000000000003,5.1,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,1,1994,NA,NA,NA,NA,10.0000000000003,5.2,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,2,1994,NA,NA,NA,NA,10.0000000000003,5.1,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,3,1994,NA,NA,NA,NA,10.0000000000003,4.7,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340",10,1992,28845127611101,35,2,3,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,8,4,1994,NA,NA,NA,NA,10.0000000000003,4.2,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,1,1992,TRUE,4693.64228819696,FALSE,NA,40.0000000000003,6.1,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3342",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,2,1992,NA,NA,NA,NA,40.0000000000003,6.1,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,3,1992,TRUE,5932.62918149466,FALSE,FALSE,40.0000000000003,5.9,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,4,1992,TRUE,4771.15937940762,FALSE,FALSE,40.0000000000003,5.6,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,1,1993,TRUE,4744.39270687237,FALSE,FALSE,40.0000000000003,5.5,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,2,1993,NA,NA,NA,NA,40.0000000000003,5.7,0.853080568720379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,3,1993,TRUE,5856.56509695291,FALSE,FALSE,40.0000000000003,5.8,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,4,1993,TRUE,4643.44818119424,FALSE,FALSE,40.0000000000003,5.6,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,1,1994,TRUE,5784.45964432285,FALSE,FALSE,40.0000000000003,5.7,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,2,1994,NA,NA,NA,NA,40.0000000000003,5.6,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,3,1994,TRUE,4558.96495956873,FALSE,FALSE,40.0000000000003,5.3,0.87914691943128,0,NA,NA,NA,0,NA,NA,NA,TRUE,0,1,0
"3352",40,1992,28845140211101,26,1,1,0,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,37,4,1994,TRUE,4525.42073578595,FALSE,FALSE,40.0000000000003,5,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,1,1992,FALSE,NA,FALSE,NA,11.0000000000003,8.4,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,2,1992,NA,NA,NA,NA,11.0000000000003,8.5,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,3,1992,TRUE,432.512455516014,FALSE,FALSE,11.0000000000003,8.6,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,4,1992,FALSE,NA,FALSE,FALSE,11.0000000000003,8.7,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,1,1993,FALSE,NA,FALSE,FALSE,11.0000000000003,8.6,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,2,1993,NA,NA,NA,NA,11.0000000000003,8.4,0.853080568720379,93.7777777777778,NA,NA,NA,NA,20,NA,NA,TRUE,1,0,1
"3359",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,3,1993,FALSE,NA,TRUE,TRUE,11.0000000000003,8.4,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,4,1993,FALSE,NA,TRUE,TRUE,11.0000000000003,8.3,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,1,1994,FALSE,NA,FALSE,TRUE,11.0000000000003,8.3,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,2,1994,NA,NA,NA,NA,11.0000000000003,8.1,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,3,1994,FALSE,NA,FALSE,FALSE,11.0000000000003,7.8,0.87914691943128,0,NA,NA,NA,0,0,NA,NA,TRUE,0,1,1
"3364",11,1992,28894454411103,13,9,3,0,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,9,4,1994,TRUE,2032.3745819398,FALSE,TRUE,11.0000000000003,7.7,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,1,1993,TRUE,248.583450210379,FALSE,NA,33.0000000000003,7.2,0.84478672985782,94.6984572230014,NA,NA,20,NA,NA,NA,NA,TRUE,1,1,0
"3366",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,2,1993,NA,NA,NA,NA,33.0000000000003,6.5,0.853080568720379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,3,1993,TRUE,1402.77008310249,FALSE,TRUE,33.0000000000003,5.9,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,4,1993,FALSE,NA,FALSE,TRUE,33.0000000000003,5.5,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,1,1994,TRUE,692.749658002736,FALSE,TRUE,33.0000000000003,5,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,2,1994,NA,NA,NA,NA,33.0000000000003,4.7,0.873222748815166,18.3229308005427,NA,NA,4,NA,NA,NA,NA,TRUE,1,1,0
"3371",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,3,1994,TRUE,931.584905660377,FALSE,TRUE,33.0000000000003,4.4,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,4,1994,TRUE,338.729096989966,FALSE,FALSE,33.0000000000003,4.2,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,1,1995,FALSE,NA,FALSE,FALSE,33.0000000000003,4,0.890402843601896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,2,1995,NA,NA,NA,NA,33.0000000000003,3.9,0.899881516587678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,3,1995,FALSE,NA,FALSE,FALSE,33.0000000000003,3.9,0.903436018957346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376",33,1993,29612381811101,30,3,2,0,"Metro",1993,1,FALSE,FALSE,TRUE,FALSE,30,4,1995,NA,NA,NA,NA,33.0000000000003,3.7,0.910545023696682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377",22,1992,29636934411101,26,2,4,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,19,1,1992,TRUE,NA,TRUE,NA,22.0000000000003,7.5,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378",22,1992,29636934411101,26,2,4,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,19,2,1992,NA,NA,NA,NA,22.0000000000003,7.9,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379",22,1992,29636934411101,26,2,4,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,19,3,1992,TRUE,3604.27046263345,FALSE,FALSE,22.0000000000003,8.1,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380",22,1992,29636934411101,26,2,4,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,19,4,1992,TRUE,2856.98166431594,FALSE,FALSE,22.0000000000003,7.8,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381",22,1992,29636934411101,26,2,4,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,19,1,1993,TRUE,3817.53155680224,FALSE,FALSE,22.0000000000003,7.5,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382",22,1992,29636934411101,26,2,4,1,"Metro",1992,1,FALSE,FALSE,TRUE,FALSE,19,2,1993,NA,NA,NA,NA,22.0000000000003,7.4,0.853080568720379,328.222222222222,70,NA,NA,NA,NA,NA,NA,TRUE,1,1,0
